"id","issue_url","pr_url","link_time","user","is_link"
"158","https://github.com/facebook/react/issues/14481","https://github.com/facebook/react/pull/14555","9/1/2019 18:50:02","gaearon","1"
"159","https://github.com/facebook/react/issues/14535","https://github.com/facebook/react/pull/14681","23/1/2019 23:58:42","philipp-spiess","1"
"160","https://github.com/facebook/react/issues/14535","https://github.com/facebook/react/pull/14682","24/1/2019 00:21:15","philipp-spiess","1"
"161","https://github.com/facebook/react/issues/14539","https://github.com/facebook/react/pull/25329","27/9/2022 08:36:30","mdjastrzebski","1"
"162","https://github.com/facebook/react/issues/1457","https://github.com/facebook/react/pull/1458","28/4/2014 23:53:04","sophiebits","1"
"163","https://github.com/facebook/react/issues/14583","https://github.com/facebook/react/pull/14592","15/1/2019 00:43:54","aweary","1"
"164","https://github.com/facebook/react/issues/14629","https://github.com/facebook/react/pull/14647","21/1/2019 16:54:55","gaearon","1"
"165","https://github.com/facebook/react/issues/14669","https://github.com/facebook/react/pull/14683","24/1/2019 00:55:54","aweary","1"
"166","https://github.com/facebook/react/issues/1471","https://github.com/facebook/react/pull/5746","29/12/2015 17:49:29","jquense","1"
"167","https://github.com/facebook/react/issues/14764","https://github.com/facebook/react/pull/14768","6/2/2019 14:56:49","threepointone","1"
"168","https://github.com/facebook/react/issues/14792","https://github.com/facebook/react/pull/14799","8/2/2019 18:42:22","gaearon","1"
"169","https://github.com/facebook/react/issues/1482","https://github.com/facebook/react/pull/1483","5/5/2014 20:37:43","sophiebits","1"
"170","https://github.com/facebook/react/issues/14840","https://github.com/facebook/react/pull/15120","15/3/2019 21:16:12","gaearon","1"
"171","https://github.com/facebook/react/issues/14904","https://github.com/facebook/react/pull/14914","21/2/2019 15:36:18","gaearon","1"
"172","https://github.com/facebook/react/issues/14927","https://github.com/facebook/react/pull/17350","12/11/2019 15:47:51","eps1lon","1"
"173","https://github.com/facebook/react/issues/1496","https://github.com/facebook/react/pull/1563","19/5/2014 17:33:10","sophiebits","1"
"174","https://github.com/facebook/react/issues/15088","https://github.com/facebook/react/pull/18241","6/3/2020 23:23:32","Andarist","1"
"175","https://github.com/facebook/react/issues/15088","https://github.com/facebook/react/pull/22445","27/9/2021 22:27:17","josephsavona","1"
"176","https://github.com/facebook/react/issues/15194","https://github.com/facebook/react/pull/15197","22/3/2019 21:13:37","JoshuaKGoldberg","1"
"177","https://github.com/facebook/react/issues/15219","https://github.com/facebook/react/pull/20002","12/10/2020 17:59:34","eps1lon","1"
"178","https://github.com/facebook/react/issues/15301","https://github.com/facebook/react/pull/20002","12/10/2020 17:59:34","eps1lon","1"
"179","https://github.com/facebook/react/issues/15333","https://github.com/facebook/react/pull/15334","5/4/2019 09:05:50","eek","1"
"180","https://github.com/facebook/react/issues/15333","https://github.com/facebook/react/pull/15339","5/4/2019 20:52:25","behzad888","1"
"181","https://github.com/facebook/react/issues/1535","https://github.com/facebook/react/pull/1548","17/5/2014 15:58:22","nhunzaker","1"
"182","https://github.com/facebook/react/issues/155","https://github.com/facebook/react/pull/193","15/7/2013 21:35:54","benjamn","1"
"183","https://github.com/facebook/react/issues/15510","https://github.com/facebook/react/pull/16784","14/9/2019 15:35:28","Zzzen","1"
"184","https://github.com/facebook/react/issues/15566","https://github.com/facebook/react/pull/15567","4/5/2019 21:17:42","bvaughn","1"
"185","https://github.com/facebook/react/issues/15613","https://github.com/facebook/react/pull/15614","10/5/2019 12:24:07","cherniavskii","1"
"186","https://github.com/facebook/react/issues/1567","https://github.com/facebook/react/pull/1568","19/5/2014 21:21:58","syranide","1"
"187","https://github.com/facebook/react/issues/15774","https://github.com/facebook/react/pull/15843","8/6/2019 03:01:42","chenesan","1"
"189","https://github.com/facebook/react/issues/1589","https://github.com/facebook/react/pull/1601","25/5/2014 22:30:23","gaearon","1"
"190","https://github.com/facebook/react/issues/1595","https://github.com/facebook/react/pull/1597","25/5/2014 07:41:04","sophiebits","1"
"191","https://github.com/facebook/react/issues/15971","https://github.com/facebook/react/pull/15974","24/6/2019 14:45:59","tbroyer","1"
"192","https://github.com/facebook/react/issues/15978","https://github.com/facebook/react/pull/18660","17/4/2020 22:23:22","bl00mber","1"
"193","https://github.com/facebook/react/issues/16109","https://github.com/facebook/react/pull/19830","14/9/2020 08:31:07","adnaanbheda","1"
